1,-1,1130.0,798.0,166.0,113.0,0.8076786,-1,-1,-1
1,-1,720.0,872.0,143.0,123.0,0.6349682,-1,-1,-1
2,-1,1128.0,795.0,169.0,110.0,0.8500547,-1,-1,-1
2,-1,719.0,853.0,151.0,114.0,0.69673854,-1,-1,-1
3,-1,757.0,811.0,178.0,122.0,0.8615763,-1,-1,-1
3,-1,1140.0,775.0,157.0,107.0,0.779682,-1,-1,-1
4,-1,756.0,810.0,179.0,124.0,0.8667567,-1,-1,-1
4,-1,1141.0,776.0,157.0,106.0,0.76977885,-1,-1,-1
5,-1,1144.0,774.0,153.0,106.0,0.8328167,-1,-1,-1
5,-1,777.0,803.0,158.0,114.0,0.70509994,-1,-1,-1
6,-1,1155.0,778.0,157.0,111.0,0.83625084,-1,-1,-1
6,-1,769.0,802.0,164.0,124.0,0.83272785,-1,-1,-1
7,-1,1159.0,784.0,162.0,107.0,0.8544128,-1,-1,-1
7,-1,801.0,809.0,133.0,103.0,0.6908536,-1,-1,-1
8,-1,1158.0,783.0,164.0,108.0,0.8657057,-1,-1,-1
8,-1,798.0,800.0,139.0,113.0,0.72626966,-1,-1,-1
9,-1,1158.0,786.0,166.0,115.0,0.85585755,-1,-1,-1
9,-1,796.0,803.0,139.0,108.0,0.75611323,-1,-1,-1
10,-1,1149.0,796.0,176.0,115.0,0.7665962,-1,-1,-1
10,-1,800.0,822.0,131.0,96.0,0.65147054,-1,-1,-1
11,-1,1145.0,798.0,166.0,111.0,0.67961234,-1,-1,-1
11,-1,791.0,824.0,130.0,98.0,0.5838828,-1,-1,-1
12,-1,1136.0,802.0,166.0,111.0,0.7823696,-1,-1,-1
12,-1,771.0,812.0,139.0,115.0,0.6889167,-1,-1,-1
13,-1,777.0,809.0,120.0,132.0,0.8066429,-1,-1,-1
13,-1,1139.0,800.0,157.0,113.0,0.6212387,-1,-1,-1
14,-1,771.0,802.0,121.0,154.0,0.8624454,-1,-1,-1
14,-1,1137.0,807.0,160.0,111.0,0.80420995,-1,-1,-1
15,-1,1137.0,815.0,156.0,110.0,0.87400764,-1,-1,-1
15,-1,773.0,818.0,117.0,135.0,0.79079616,-1,-1,-1
16,-1,765.0,843.0,118.0,108.0,0.80349207,-1,-1,-1
16,-1,1137.0,820.0,153.0,102.0,0.7722334,-1,-1,-1
17,-1,758.0,845.0,113.0,105.0,0.7934396,-1,-1,-1
17,-1,1131.0,814.0,144.0,112.0,0.69073975,-1,-1,-1
18,-1,750.0,845.0,116.0,105.0,0.77717876,-1,-1,-1
18,-1,1126.0,816.0,151.0,112.0,0.6562289,-1,-1,-1
19,-1,1121.0,815.0,150.0,108.0,0.80694956,-1,-1,-1
19,-1,738.0,857.0,118.0,89.0,0.7635033,-1,-1,-1
20,-1,1111.0,815.0,155.0,112.0,0.8517993,-1,-1,-1
20,-1,720.0,864.0,137.0,85.0,0.70550394,-1,-1,-1
21,-1,1108.0,810.0,146.0,111.0,0.83123916,-1,-1,-1
21,-1,712.0,870.0,138.0,83.0,0.70478183,-1,-1,-1
21,-1,808.0,751.0,51.0,114.0,0.53396744,-1,-1,-1
22,-1,1098.0,807.0,145.0,112.0,0.8345363,-1,-1,-1
22,-1,696.0,872.0,152.0,79.0,0.6835697,-1,-1,-1
22,-1,800.0,750.0,52.0,102.0,0.5185632,-1,-1,-1
23,-1,697.0,870.0,147.0,84.0,0.68717283,-1,-1,-1
23,-1,1098.0,807.0,140.0,109.0,0.6281458,-1,-1,-1
23,-1,792.0,745.0,61.0,104.0,0.533051,-1,-1,-1
